GEOID,year,scenario,pixel_count,annual_mean_temp_c,annual_min_temp_c,annual_max_temp_c,high_temp_days_90th,high_temp_days_95th,low_temp_days_10th,annual_mean_min_temp_c,annual_precipitation_mm,high_precip_days_95th,high_precip_days_95th.1,hot_days_30c,threshold_90th_c,threshold_95th_c,cold_days_0c,threshold_10th_c,very_cold_days_10th,extremely_cold_days_5th,ultra_cold_days_1st,threshold_10th_c_cold,threshold_5th_c,threshold_1st_c,growing_degree_days,precip_per_high_day,high_day_ratio
55023,1984,historical,4,19.65901565551757,8.792205810546875,28.158035278320312,124.0,76.25,0.0,13.67866325378418,1578.8499755859375,108.0,108.0,0.0,24.338043212890625,26.688720703125,0.0,-4.238696289062499,0.0,0.0,0.0,-9.87713623046875,-14.114288330078123,-20.88430694580078,3532.7041015625,14.618981255425346,29.589041095890412
55023,1985,historical,4,19.67719459533692,8.806564331054688,28.087059020996094,124.75,75.75,0.0,13.704322814941406,1565.2689208984375,105.25,105.25,0.0,24.320544433593767,26.649871826171875,0.0,-4.208984375,0.0,0.0,0.0,-9.863787841796874,-14.120095825195312,-20.94844451904297,3538.5126953125,14.871913737752376,28.835616438356166
55023,1986,historical,4,19.67622756958008,8.800010681152344,28.11752319335937,125.0,77.0,0.0,13.71770477294922,1592.05615234375,109.75,109.75,0.0,24.291094970703146,26.62274169921875,0.0,-4.2850341796875,0.0,0.0,0.0,-9.927490234375,-14.186929321289062,-20.981017456054687,3537.09375,14.506206399487471,30.068493150684933
55023,1987,historical,4,19.673320770263672,8.539009094238281,28.09680938720703,124.75,75.75,0.0,13.71964168548584,1602.544921875,115.25,115.25,0.0,24.27874755859375,26.6114501953125,0.0,-4.298736572265625,0.0,0.0,0.0,-9.951800537109374,-14.1656494140625,-20.934976806640623,3537.133056640625,13.90494509219089,31.575342465753426
55023,1988,historical,4,19.6828556060791,8.375556945800781,27.9914779663086,125.25,75.0,0.0,13.72713565826416,1582.2523193359375,108.25,108.25,0.0,24.3067626953125,26.614959716796875,0.0,-4.315277099609375,0.0,0.0,0.0,-9.984405517578123,-14.229034423828123,-21.115107116699217,3540.961181640625,14.616649601255773,29.65753424657534
55023,1989,historical,4,19.668678283691406,8.416824340820312,27.94426727294922,125.25,75.0,0.0,13.729751586914062,1585.082763671875,113.0,113.0,0.0,24.2938232421875,26.578125,0.0,-4.458239746093749,0.0,0.0,0.0,-10.11895751953125,-14.430215454101562,-21.22786956787109,3536.412841796875,14.027281094441372,30.958904109589042
55023,1990,historical,4,19.68361473083496,8.736000061035156,28.0093002319336,125.0,75.25,0.0,13.754772186279297,1594.125244140625,116.5,116.5,0.0,24.29327392578125,26.5927734375,0.0,-4.499267578125,0.0,0.0,0.0,-10.166534423828123,-14.466278076171877,-21.25164794921875,3542.0341796875,13.683478490477468,31.917808219178085
55023,1991,historical,4,19.76833724975586,8.786773681640625,28.07167053222656,125.75,76.0,0.0,13.866378784179688,1616.049072265625,111.25,111.25,0.0,24.290771484375,26.59432983398437,0.0,-4.385394287109374,0.0,0.0,0.0,-10.04766845703125,-14.310516357421877,-21.18372589111328,3571.714111328125,14.526283795646068,30.47945205479452
55023,1992,historical,4,19.77720642089844,8.699295043945312,28.14410400390625,125.25,75.0,0.0,13.855724334716797,1599.890380859375,111.25,111.25,0.0,24.34652709960937,26.6417236328125,0.0,-4.438507080078125,0.0,0.0,0.0,-10.121612548828123,-14.33468322753906,-21.13085418701172,3575.888671875,14.381037131320225,30.47945205479452
55023,1993,historical,4,19.779823303222656,8.747123718261719,28.124000549316406,125.0,75.0,0.0,13.841777801513672,1579.931640625,109.75,109.75,0.0,24.32373046875,26.620330810546875,0.0,-4.380023193359374,0.0,0.0,0.0,-10.06944580078125,-14.282449340820312,-21.13927185058594,3576.474609375,14.395732488610479,30.068493150684933
